id_answer,id_website,id_subquestion,id_person,answer,spray_number,timestamp,certainty
29963,1282,27467,93976,"I enjoy all of the landscape, farming is important to the landscape and so is turism",1,"2023-08-30 14:52:45",4
29964,1282,27466,93977,"not   man   made",1,"2023-08-30 14:52:58",7
29965,1282,27467,93977,"because they are valuable",1,"2023-08-30 14:55:13",5
29966,1282,27468,93977,"help flood mitigatiom",1,"2023-08-30 14:56:48",6
29967,1282,27469,93977,"they do not need it",1,"2023-08-30 14:58:57",6
29973,1282,27466,94002,"Not farmland or habitation or properties",1,"2023-08-31 10:31:43",9
29974,1282,27467,94002,"natural environment very important but so is farmland",1,"2023-08-31 10:33:19",9
29975,1282,27468,94002,"little bit more woodland for habitat at a couple of areas for wind breaks and to help with soil erosion",1,"2023-08-31 10:35:20",10
29976,1282,27466,94003,,1,"2023-08-31 10:35:52",4
29977,1282,27469,94002,"on the tops of the mountains, habitat isn't suitable with current climate",1,"2023-08-31 10:36:14",9
29978,1282,27467,94003,"All of it.",1,"2023-08-31 10:36:24",5
29979,1282,27468,94003,,1,"2023-08-31 10:36:48",3
29980,1282,27466,94005,"These are away from the valley bottom where man has developed roads etc.",1,"2023-08-31 10:39:24",6
29981,1282,27467,94005,"all of it",1,"2023-08-31 10:40:54",5
29982,1282,27468,94005,"around the base and sides of the surrounding mountains",1,"2023-08-31 10:42:03",6
29983,1282,27466,94007,"Everywhere excluding the main roads and Rydal cave as it was created to mine slate and the roads are flattened for cars with the use of tarmac. The rest of the landscape has been mostly untouched as the settlements havent cut into the mountains, but rather used some land to raise sheep, the nature of the fileds havent been changed.",1,"2023-08-31 10:46:46",8
29984,1282,27467,94007,"I believe the mountains and lakes o be most valuable as they can't be replaced nd are completely unique to the area, promoting tourism and influencing the nature of towns and villages in the area (e.g what materials the buildings are made of), however, the thickets/small woods are greatly important too as they promote flaura and fauna and influence the character of the area internally. ",1,"2023-08-31 10:49:31",8
29985,1282,27468,94007,"I should like to see more trees at the bottom of the pikes/mountains so they don't interfere with the views but also in the area, the soil won't always permit the growth of trees",1,"2023-08-31 10:50:59",6
29986,1282,27469,94007,"Will interfere with the character of the place greatly if trees are planted at the top or on the pikes, possibly affecting tourism in the area.",1,"2023-08-31 10:52:26",7
29987,1282,27466,94006,"hard to say what is natural as so many trees have been planted and felled to create. sheep and cattle etc have eaten and kept natural growth to a minimum. vistas have been opened  and gardens landscaped. ",1,"2023-08-31 10:55:43",2
29988,1282,27467,94010,"Everything here is valuable in different ways - whether for practical reasons or for its part in the wider ecosystem or for the opportunity it offers for people to be outdoors in nature",1,"2023-08-31 11:00:07",8
29989,1282,27466,94008,"to me natrual means away from habitants and commercialism ",1,"2023-08-31 11:03:00",6
29990,1282,27468,94010,"I'd like the landscape here to be wilder and more biodiverse and I think trees would support that. I've tried to leave the high fells clearer because the views are so amazing from there.",1,"2023-08-31 11:03:14",7
29991,1282,27469,94010,"Trying to keep some areas clear for high level views. Maybe also to allow sheep farming in some areas if it can be compatible with more biodiversity",1,"2023-08-31 11:05:10",7
29992,1282,27467,94006,"I would like to see all areas of the landscape taken care of but not just to maintain its imance beauty but to encourage sound environmental practice. to mitigate flood risk to downland areas. encourage natural river flow and tree growth. protection of young saplings that have naturaly seeded. also a barrier between grey and red squirals pine maartins and such. keeping invasive species under check.",1,"2023-08-31 11:05:11",5
29993,1282,27468,94006,"near and along all rivers. helping to prevent flooding and scattered to minimise erossion.
cover to wildlife.
homes for wildlife.
",1,"2023-08-31 11:11:16",6
29994,1282,27466,94011,"The landscape, to me is the relationship between the urban and rural as well as the hills and lakes.",1,"2023-08-31 11:14:58",6
29995,1282,27467,94011,"Everywhere in the landscape is valuable and we should protect it for future generations and conditions. However, that is not to say it has to remain static.",1,"2023-08-31 11:17:22",7
29996,1282,27468,94011,"More single trees in farmland",1,"2023-08-31 11:18:38",8
29997,1282,27466,94012,,1,"2023-08-31 11:41:37",6
29998,1282,27466,94013,,1,"2023-08-31 11:42:21",4
29999,1282,27467,94013,"i especially like water areas",1,"2023-08-31 11:45:34",5
30000,1282,27467,94012,"mixture of lakes and mountains",1,"2023-08-31 11:46:23",7
30001,1282,27468,94012,"I prefer mountains with trees ",1,"2023-08-31 11:48:15",9
30002,1282,27468,94013,,1,"2023-08-31 11:48:42",5
30003,1282,27466,94017,"Lakes may be natural, but I am unsure.
The surrounding forest are reforested and the bare fells have been deforested.",1,"2023-08-31 11:56:17",2
30004,1282,27467,94017,"Everywhere is beautiful and good for hiking, relaxing, eating out, etc.",1,"2023-08-31 11:58:01",10
30005,1282,27468,94017,"It is perfect as it is. More trees would make the landscape a little less dramatic.",1,"2023-08-31 11:58:58",5
30006,1282,27466,94016,,1,"2023-08-31 12:13:43",5
30007,1282,27467,94016,,1,"2023-08-31 12:14:39",6
30008,1282,27466,94018,"Anywhere with buildings or manmade roads i think to be none natural.",1,"2023-08-31 12:15:03",8
30009,1282,27468,94016,"soften manmade spaces and poor planning decisions",1,"2023-08-31 12:16:05",7
30010,1282,27469,94016,"private housing estates need to be more sympathetic  ",1,"2023-08-31 12:17:14",6
30011,1282,27467,94018,"I think the places that are untouched by human hands up to now should be left that way.",1,"2023-08-31 12:18:27",8
30012,1282,27468,94018,"Maybe at lower level around the lakes, at higher level i feel they should be left to grow naturally.",1,"2023-08-31 12:21:21",7
30013,1282,27469,94018,"Areas i have marked i feel should be left for areas of natural growth.",1,"2023-08-31 12:22:55",7
30014,1282,27466,94021,"All around Grasmere, the hills and grandeur of hills and fells in natural with the town in the middle and trees on the hillside",1,"2023-08-31 12:38:22",5
30015,1282,27467,94021,"The whole landscape is valuable - the open spaces are important but with useful trees and farmland",1,"2023-08-31 12:40:42",8
30016,1282,27468,94021,,1,"2023-08-31 12:41:33",2
30017,1282,27469,94021,"To maintain the views from Allan Banks and from the village",1,"2023-08-31 12:42:15",5
30018,1282,27466,94020,,1,"2023-08-31 12:42:18",7
30019,1282,27467,94020,,1,"2023-08-31 12:43:55",7
30020,1282,27468,94020,,1,"2023-08-31 12:44:42",5
30021,1282,27466,94022,"Everywhere except the A591 and rydal reservoir",1,"2023-08-31 12:54:32",8
30022,1282,27467,94022,"I love it all!!",1,"2023-08-31 12:56:18",9
30023,1282,27466,94023,,1,"2023-08-31 12:56:30",7
30024,1282,27467,94023,,1,"2023-08-31 12:58:10",6
30025,1282,27468,94022,"More trees on the lower areas ",1,"2023-08-31 12:58:36",7
30026,1282,27466,94014,"Man made town planning, recreation, tourism has developed small wooded areas",1,"2023-08-31 12:59:48",9
30027,1282,27468,94023,"Trees help to prevent erosion and flooding",1,"2023-08-31 13:03:33",7
30028,1282,27467,94014,"All of the landscape is valuable to both residents, tourists alike.  An essential ecosystem as well as the most beautiful landscape in the UK its necessary that this is both preserved and rescaped to ensure sustainability and longevity",1,"2023-08-31 13:05:28",9
30029,1282,27468,94014,"As before... rescaping is necessary to ensure sustainability, support he slowing of climate change and ultimately preserve the landscape and region",1,"2023-08-31 13:09:05",9
30030,1282,27466,94024,"all areas that are not man made",1,"2023-08-31 13:10:20",4
30031,1282,27467,94024,"areas that have not been built on, given how urban areas are spreading",1,"2023-08-31 13:11:54",7
30032,1282,27468,94024,"expand existing areas of woodland, rather than plantng on open fells",1,"2023-08-31 13:13:21",9
30033,1282,27469,94024,"we need open fells ",1,"2023-08-31 13:14:22",10
30034,1282,27467,94025,,2,"2023-08-31 13:14:43",9
30035,1282,27466,94028,"None of the highlighted buildings all are man made properties
The natural landscape is on the fells although without sheep the landscape would look a lot different",1,"2023-08-31 13:19:59",10
30036,1282,27467,94028,,1,"2023-08-31 13:27:29",9
30037,1282,27468,94028,"everywhere because the sheep have eaten so much vegetation",1,"2023-08-31 13:30:39",9
30038,1282,27466,94029,"Natural features such as geology and lakes. Although it is nice to see trees so many are not 'natural' environments as they are invasive species or heavily managed by people so I don't see them as natural landscapes",1,"2023-08-31 13:43:48",7
30039,1282,27467,94029,"I think all elements of the landscape are valuable as they mean different things to different people.",1,"2023-08-31 13:46:33",10
30040,1282,27468,94029,"Focusing on upland areas to slow the flow of water and reduce flooding further downstream",1,"2023-08-31 13:49:44",7
30041,1282,27469,94029,"In the village",1,"2023-08-31 13:50:23",7
30042,1282,27466,94030,"mainly nature - hills, forests woods, water.  (Most has had some human intervention in past)",1,"2023-08-31 13:56:42",7
30043,1282,27467,94030,"valuable for access to llandscape, income (tourist), historic interest (mining, etc).  \valuable to nature (waters edge, forest, etc)",1,"2023-08-31 13:58:28",8
30044,1282,27468,94030,"slight expansion of exsiting forest areas (need more trees!), but valuing that also need to maintain high ground & variety of habitats",1,"2023-08-31 14:00:15",9
30045,1282,27469,94030,"some areas unstuiable, maintaining farmland (local income)",1,"2023-08-31 14:01:21",5
30046,1282,27466,94027,"I chose areas that weren't residential or roads.",1,"2023-08-31 14:05:23",5
30047,1282,27467,94027,"I chose all areas outside the residential areas. I think all parts of landscape are valuable whether natural, managed or farmed.",1,"2023-08-31 14:08:26",6
30048,1282,27468,94027,"I'm guessing that you wouldn't be able to increase the number of trees at the highest points so I have sprayed around the wooded areas where I think these might be able to be made larger areas of trees.",1,"2023-08-31 14:10:26",7
30049,1282,27469,94027,"I really don't know - I don't mind there being more trees in the landscape so I wouldn't say there's anywhere I wouldn't want trees apart for the lakes.",1,"2023-08-31 14:12:44",6
30050,1282,27466,94031,"Most of England's landscape is not untouched or shaped by people though farming or forestry or building / road network. But to most of us the Lake District looks natural and plays a role for nature.  The lakes and high ridges (water running down) are key to nature so I have sprayed these.",1,"2023-08-31 15:26:42",6
30051,1282,27466,94032,"Anywhere which is access land is the least disturbed so I would suggest is natural, but even then is quite heavily disturbed by human intervention. ",1,"2023-08-31 15:28:22",7
30052,1282,27467,94031,"Everywhere is valuable in the landscape because it all impacts on each other.",1,"2023-08-31 15:28:36",10
30053,1282,27467,94032,"All of it. Natural and 'man made' all contribute to the landscape in a valuable way. ",1,"2023-08-31 15:29:23",6
30054,1282,27468,94032,"An idealist answer, but anywhere there is farming. ",1,"2023-08-31 15:30:05",6
30055,1282,27468,94031,"Possibly on the slopes to slow water run off and stablelise some slopes.  Also to help prevent flood risk.  Tasked a bit of science to work this out so my spraying is just a guese",1,"2023-08-31 15:30:52",8
30056,1282,27469,94032,"Where they would not be welcome. ",1,"2023-08-31 15:30:54",6
30057,1282,27469,94031,"Where they wont survive or are the wrong species for the area.",1,"2023-08-31 15:31:54",9
30061,1282,27466,94209,"parts I think  are higher and unlikely to be landscaped - or less likely ",1,"2023-09-05 09:46:07",1
30062,1282,27466,94210,"Low lying areas have been cultivated for farming
Upper Craggs must have always been there
Trees may be planted but I regard them as natural.",1,"2023-09-05 09:46:19",3
30063,1282,27467,94209,,1,"2023-09-05 09:46:50",1
30064,1282,27467,94210,"Local walking route in Grasmere by the river
Alan Bank landscape
All the views of hills and craggs
Lakes for swimming
",1,"2023-09-05 09:49:08",5
30065,1282,27468,94210,"Fill out existing tree areas/replace fallen trees",1,"2023-09-05 09:50:57",2
30066,1282,27466,94212,"is very relaxing place ",2,"2023-09-05 09:56:59",10
30067,1282,27467,94212,"is very nice place visit",1,"2023-09-05 09:57:51",10
30068,1282,27466,94211,"It all looks natural",1,"2023-09-05 09:58:16",2
30069,1282,27467,94211,,2,"2023-09-05 09:58:38",2
30070,1282,27469,94212,"it make feel like am in the country side",1,"2023-09-05 09:58:47",10
30071,1282,27468,94211,"more land cover",3,"2023-09-05 09:59:27",4
30072,1282,27469,94211,"natural view",1,"2023-09-05 09:59:53",3
30073,1282,27466,94213,"Either untouched by human hand - or where affected done with sympathy. ",1,"2023-09-05 10:05:39",6
30074,1282,27466,94214,,1,"2023-09-05 10:06:01",6
30075,1282,27467,94213,"Wooded and water - deserves more attention. ",1,"2023-09-05 10:06:31",7
30076,1282,27467,94214,"this is area I think should stay unspoilt",1,"2023-09-05 10:08:22",5
30077,1282,27468,94213,"More wooded around around water - better for visitors, animals and nature. ",1,"2023-09-05 10:08:56",9
30078,1282,27469,94213,"Open land has its value - and leaving as is, is just fine and doesn't need altering from what eons have 'said' is how it should be. ",1,"2023-09-05 10:10:32",8
30079,1282,27468,94214,"preserve the lakes for future ",1,"2023-09-05 10:10:36",5
30080,1282,27466,94216,"every thing that isn't manmade",1,"2023-09-05 10:36:10",9
30081,1282,27467,94216,"anything that gives joy and relaxation from stresses of daily life",1,"2023-09-05 10:37:27",9
30082,1282,27466,94217,"What is natural? Something not created by human action?  If so, then probably only the lakes (assuming they have not been created by a dam etc) and the high ground above the natural tree line would qualify.  Suspect that most of the ancient natural forests have gone.  Buildngs and fields are not natural and lower hills have been cleared of trees for farmibg.",1,"2023-09-05 10:55:48",5
30083,1282,27466,94215,"I have not included farmed land, towns and what I perceive as man made forest in my spray.",1,"2023-09-05 10:56:48",6
30084,1282,27467,94215,"All the landscape is of value in it's own way.  A balance needs to be maintained between the needs of man and nature",1,"2023-09-05 11:02:43",8
30085,1282,27467,94217,"It all has values although they are are different and to different people. It has value for agriculture, for leisure use, for residents.  However the values need to be sustainable in the long term.  Value should not be extracted and the landscape destroyed in the process.",1,"2023-09-05 11:03:33",7
30086,1282,27468,94215,"I chose to build on the existing forested areas",1,"2023-09-05 11:05:25",7
30087,1282,27468,94217,"Nowhere specific, but they could be where they have ecological use, for example the help reduce flooding by trapping water on hillsides.  however they should be planted in such a way as to not destroy visual amenity, as for example happens when vast swathes of coniferous forest are planted.",1,"2023-09-05 11:09:43",5
30088,1282,27469,94217,"Anywhere they completely destroy the visual amenity.  See previous answer.",1,"2023-09-05 11:10:30",9
30089,1282,27466,94219,,1,"2023-09-05 11:44:14",9
30090,1282,27466,94218,,1,"2023-09-05 11:44:40",8
30091,1282,27467,94218,"Economically valuable",2,"2023-09-05 11:47:12",10
30092,1282,27466,94219,"natural stretches of water",2,"2023-09-05 11:48:05",9
30093,1282,27467,94218,Biodiversity,3,"2023-09-05 11:48:12",9
30094,1282,27467,94218,"Culture - Wordsworth",4,"2023-09-05 11:48:53",10
30095,1282,27466,94219,"Woodland - some degree of management by humans",3,"2023-09-05 11:49:24",7
30096,1282,27466,94219,"quite highly managed/preserved",4,"2023-09-05 11:50:47",4
30097,1282,27468,94218,"Infill exiting trees",1,"2023-09-05 11:51:18",7
30098,1282,27467,94219,"Important to keep water as clean and pristine as possible",1,"2023-09-05 11:52:42",9
30099,1282,27469,94218,"Preserve open moorland/fells",1,"2023-09-05 11:52:49",8
30100,1282,27467,94219,"Historical/cultural significance
",2,"2023-09-05 11:53:56",9
30101,1282,27466,94219,"Hill sides and hill tops, but grazed by sheep and footpaths erosion by walkers",5,"2023-09-05 11:55:11",8
30102,1282,27468,94219,"not sure. would planting on hillsides prevent runoff and flooding downstream?",1,"2023-09-05 11:57:08",4
30103,1282,27469,94219,"Around edges of lakes- might make access difficult",1,"2023-09-05 11:58:11",4
30104,1282,27466,94224,"The hills and lakes as they were formed naturally rather than being man made. ",1,"2023-09-05 12:12:47",7
30105,1282,27467,94224,"The roads and buildings help people to visit the natural environment. ",1,"2023-09-05 12:14:40",7
30111,1282,27466,94220,,1,"2023-09-05 12:20:33",7
30112,1282,27466,94220,"chosen rocky outcrops and mountain areas",2,"2023-09-05 12:23:06",7
30128,1282,27467,94220,"mountains streams feed the lakes and pastures, farmland is important to local land management and occupations/businesses, trees provide protection , help to prevent soil erosion , useful for landscaping but should be managed",2,"2023-09-05 12:28:56",8
30134,1282,27466,94249,"I think mountainous and lakes may be ""natural"" but also suggest that the word ""natural"" is a highly contested term.",1,"2023-09-05 13:38:48",2
30135,1282,27466,94240,"I've marked areas where there are natural lakes or areas only used for sheep on the hills and inaccessible places.  Sheep farming has had a big impact on the natural landscape",1,"2023-09-05 13:40:01",5
30136,1282,27467,94249,"Areas chosen have value to me on account of Wordsworth's legacy and connections with his life. ",1,"2023-09-05 13:41:34",5
30137,1282,27468,94249,"Areas chosen link to a walk familiar to me.",1,"2023-09-05 13:42:52",4
30138,1282,27467,94240,"I find the whole area apart from the commercial  centre of Grasmere to be an area of outstanding natural beauty accessible to the public",1,"2023-09-05 13:43:47",8
30139,1282,27469,94249,"Mainly on hillsides and fells where perhaps they would not be suited and wouldn't thrive.",1,"2023-09-05 13:44:07",6
30140,1282,27468,94240,"I understand thatbecause of land use biodiversity has sufferred and more native tree planting could help rectify this. Howevr I have also concern for the struggles of hill farmers who have such a deep understanding of the natural world and historic ways of animal husbandry",1,"2023-09-05 13:49:16",5
30141,1282,27469,94240,"Not certain about this at all. Hiill top silhoouettes are very grand and impresssive",1,"2023-09-05 13:51:10",1
30142,1282,27466,94253,"Only upland areas beyond the reach of significant farming and tourism",1,"2023-09-05 15:27:27",8
30143,1282,27467,94253,"It depends on your definition of value",1,"2023-09-05 15:28:33",10
30144,1282,27468,94253,"Basically any area where nature-friendly farming is appropriate.  A woodland-pasture type managed and scape.  Density to vary to make a varied and interesing landscape.",1,"2023-09-05 15:30:13",10
30145,1282,27469,94253,"Lowland grazing areas should be retained as grassland (flat land being rare!) (but managed for biodiversity - e.g. restoration of hay meadows).",1,"2023-09-05 15:33:25",10
30146,1282,27466,94275,"uplands and lakes",1,"2023-09-06 09:44:12",5
30147,1282,27467,94275,"the entire landscape is valuable",1,"2023-09-06 09:45:48",10
30148,1282,27468,94275,"lower slopes",1,"2023-09-06 09:46:55",8
30149,1282,27466,94277,"Most of the area shown apart from the built town",1,"2023-09-06 10:07:50",8
30150,1282,27467,94277,"everywhere is a habitat for one species or another.",1,"2023-09-06 10:11:15",10
30151,1282,27468,94277,"difficult one, never actually thought about if we need more trees in specific areas",1,"2023-09-06 10:13:57",2
30152,1282,27469,94277,,1,"2023-09-06 10:14:56",5
30153,1282,27466,94286,"Mostly rocky outcrops and rocky outcrops do not alter much",1,"2023-09-06 11:21:48",7
30154,1282,27467,94286,"Everywhere is valuable",1,"2023-09-06 11:23:17",10
30155,1282,27468,94286,"Reforest 
",1,"2023-09-06 11:25:21",8
30156,1282,27466,94282,"That which is not greatly impacted by people and building",1,"2023-09-06 11:33:32",9
30157,1282,27466,94292,"Areas of countryside, avoiding roads and town/housing estates",1,"2023-09-06 11:33:48",8
30158,1282,27467,94292,"Unique and natural landscape of the area and areas that are easily accessible for wider visitors.",1,"2023-09-06 11:35:20",8
30159,1282,27467,94282,"all things have value to different living things.",1,"2023-09-06 11:35:21",10
30160,1282,27468,94292,,1,"2023-09-06 11:36:12",5
30161,1282,27469,94292,"Forestry land that is used for logging but spoil the outlook.",1,"2023-09-06 11:37:38",4
30162,1282,27466,94291,"Great Langdale is one of the most beautiful parts of the UK - it is a majestic sight in all seasons. It is relatively remote which adds to its glory.",1,"2023-09-06 11:38:21",10
30163,1282,27468,94282,"more individual trees in cultivated landscape and more dense planting in ",1,"2023-09-06 11:38:23",6
30164,1282,27467,94291,"Glorious view & great walk when your legs just cant take any more or its raining to hard to get into the high fells",1,"2023-09-06 11:39:54",8
30165,1282,27468,94291,"More natural woodland rather than farmland to return this wonderful landscape back to its ""original"" state.",1,"2023-09-06 11:41:19",7
30166,1282,27466,94296,"Countryside non urban",1,"2023-09-06 11:48:51",8
30167,1282,27466,94297,"No man-made structures. Landscape has trees, wildlife, flowers, natural formed rock areas such as caves",1,"2023-09-06 11:51:58",10
30168,1282,27467,94298,"Anything non urban",1,"2023-09-06 11:52:00",8
30169,1282,27467,94297,"Areas where nature is undisturbed by pollution, human factors and able to grow freely as it should. Areas where there is a natural food chain, helping the ecosystem, wildlife, animals, birds. No pollution in water that could kill wildlife.",1,"2023-09-06 11:54:57",10
30170,1282,27469,94298,"I would like to see areas that are at the moment treeless to remain so.",1,"2023-09-06 11:55:16",8
30171,1282,27468,94297,"There already looks like a lot of trees but maybe place extra ones around the water where they can help wildlife. Providing lots of buildings are built causing trees to be destroyed.
Trees may not grow on hill tops due to weather???",1,"2023-09-06 11:57:46",10
30172,1282,27469,94297,"Farming areas as these are important for food production.",1,"2023-09-06 11:58:38",10
30173,1282,27466,94295,"The fells and peaks that are untouched for the most part by human endeavours.",1,"2023-09-06 12:00:17",9
30174,1282,27467,94295,"The fells and peaks again but also the woods, lakes, and e.g. National rust prrperties and land. I seem to have painted pretty much everything! Apart from Grasmere village itself.",1,"2023-09-06 12:03:33",9
30175,1282,27468,94295,"More trees on the loqwwer fells wuld be great, help to hold back the rain and reduce floos=ding. ",1,"2023-09-06 12:05:07",10
30176,1282,27469,94295,"You can't have too many trees! Just not in the lakes themselves!!",1,"2023-09-06 12:05:59",10
30177,1282,27466,94302,"I have stayed away from built up areas",1,"2023-09-06 12:06:53",8
30178,1282,27467,94302,"Again staying away from the urban areas",1,"2023-09-06 12:07:50",9
30179,1282,27466,94306,"green not manmade",1,"2023-09-06 12:34:40",2
30180,1282,27467,94306,,1,"2023-09-06 12:35:27",7
30181,1282,27468,94306,,1,"2023-09-06 12:36:20",3
30182,1282,27469,94306,,1,"2023-09-06 12:36:45",4
30183,1282,27466,94307,"Looks like untouched land and lakes. No man made buildings, roads etc",1,"2023-09-06 13:26:17",6
30184,1282,27466,94305,"Open countryside naturally forming mountains hills",1,"2023-09-06 13:27:30",9
30185,1282,27467,94307,"It is all valuable. I would hate t see it developed with houses etc.",1,"2023-09-06 13:30:04",8
30186,1282,27467,94305,"Not populated, preserving countryside and farms are equally important",1,"2023-09-06 13:31:21",7
30187,1282,27468,94305,"To enhance air quality and to combat air pollution",1,"2023-09-06 13:33:24",6
30188,1282,27468,94307,"Trees will enhance the landscape preventing soil erosion. And provide habitat for native animals.",1,"2023-09-06 13:34:40",7
30189,1282,27469,94305,"Surrounding lakes as this would make access difficult and obscure the wonderful view",1,"2023-09-06 13:34:53",10
30190,1282,27469,94307,"Cant put too many trees in the built up areas. And would not want too many trees spoiling views of lakes.",1,"2023-09-06 13:37:21",6
30191,1282,27466,94308,"Everywhere that doesn't have buildings",1,"2023-09-06 14:17:59",5
30192,1282,27467,94308,"Areas I have higlighted are those that I have visited or walked in.  Other parts of the map may be equally valuable but I am not familiar with them.  As a general concept, I beleve strongly that all natural parts of the area are valuable",1,"2023-09-06 14:20:20",10
30193,1282,27468,94308,"Difficult question to answer, as I don't know which areas are best for planting more trees so a guess really.",1,"2023-09-06 14:22:16",2
30194,1282,27466,94309,"uplanted lanscape",1,"2023-09-06 14:49:58",8
30195,1282,27466,94310,,1,"2023-09-06 14:50:33",6
30196,1282,27467,94309,"same as previous",1,"2023-09-06 14:51:09",8
30197,1282,27467,94310,,1,"2023-09-06 14:51:14",7
30198,1282,27468,94310,,1,"2023-09-06 14:52:35",6
30199,1282,27468,94309,"more on forestry area",1,"2023-09-06 14:53:28",8
30200,1282,27466,94313,"I perceive most of these areas to be natural",1,"2023-09-06 15:18:55",5
30201,1282,27466,94312,"mountains, valleys lakes ",1,"2023-09-06 15:19:19",5
30202,1282,27467,94313,"most places I see as valuable",1,"2023-09-06 15:20:37",8
30203,1282,27468,94313,"Not sure",1,"2023-09-06 15:21:27",3
30204,1282,27467,94312,"mountains valleys lakes , historic buildings and settlements, including historic farm buildings , dry stone walls, ancient woodland . public rights of way which can also be of historic interest . Relationship between sky and  mountains ,valleys etc ",1,"2023-09-06 15:23:06",9
30205,1282,27466,94332,"Mountains, lakes and woods",1,"2023-09-07 10:14:10",6
30206,1282,27466,94334,"I noticed today how manicured the lower levels are, but this is probably a function of car parking and visitors.",1,"2023-09-07 10:14:25",6
30207,1282,27467,94334,"Everything. ",1,"2023-09-07 10:15:36",9
30208,1282,27468,94334,"More native trees where ever they would grow without agriculture",1,"2023-09-07 10:16:54",7
30209,1282,27467,94332,"I believe the whole area on the map to be valuable. Untouched areas of naturally beauty sitting alongside the small towns and villages to generate income for the locals and for future generations.",1,"2023-09-07 10:17:13",7
30210,1282,27468,94332,"I'd like to see more trees around the edges of the lakes and bottom of the mountains.",1,"2023-09-07 10:19:34",5
30211,1282,27469,94332,"I wouldn't like to see more trees higher up the mountains. I believe these would spoil the naturally shape and beauty of them. ",1,"2023-09-07 10:21:29",10
30212,1282,27466,94338,"All the hills I thought were natural; left out the trees most of the time cause thought they could be planted there; water seems natural",1,"2023-09-07 10:31:45",8
30213,1282,27466,94337,"Big roads are not so natural, houses are not, fields for farming are not that natural, think Rydal cave is manmade?",1,"2023-09-07 10:32:14",6
30214,1282,27467,94337,"Houses and inns are valuable as people need shelter to live, roads are valuable to allow travel, lakes and hills are valuable for preservation of the natural environment (and sight-seeing)",1,"2023-09-07 10:34:55",6
30215,1282,27467,94338,"Honestly think that everywhere is valuable - I especially value the hills and lakes because they are amazing and should be appreciated but I can also see value in the fields and villages too. ",1,"2023-09-07 10:35:42",10
30216,1282,27468,94337,"I don't know the area well so can't say I have any opinions on where there should be more trees, not always possible to have trees on hills, Grasmere village seemed quite green already to me, always good to plant more trees though",1,"2023-09-07 10:37:41",5
30217,1282,27468,94338,"Anywhere were there should naturally be trees/ where trees have been cut down (think it would be good to see some new ones planted in the place where ones have been cut down so they don't just become single use and the ground is reusable - not sure if this is actually possible but would be good. ",1,"2023-09-07 10:38:33",7
30218,1282,27469,94337,"Not too familiar with the area so no strong opinions, too many trees on hillsides could potentially block nice views",1,"2023-09-07 10:39:24",4
30219,1282,27466,94340,"areas not modified/worked on by man",1,"2023-09-07 11:07:19",5
30220,1282,27467,94340,"roads and trails for access
built up areas for accomodation etc",1,"2023-09-07 11:13:07",5
30221,1282,27468,94340,"more concentration say 50% coverage",1,"2023-09-07 11:17:19",8
30222,1282,27469,94340,"the other 50%",1,"2023-09-07 11:18:45",5
30223,1282,27466,94341,"I see 'natural' as that which is unchanged or in keeping with its environment. As the farmland closer to Grasmere is in keeping with that environment, it also feels natural. In the same way, I wouldn't see the fells as unnatural despite them being used for farming sheep. ",1,"2023-09-07 11:43:42",9
30224,1282,27467,94341,"I see it all as valuable, but that doesn't distinguish the places I see as more valuable. Grasmere Lake, for example, I'd see as more valuable than an individual building in the town. But both have value to me. Were I to prioritise in this valuation, I expect I'd put the 'natural' areas first.",1,"2023-09-07 11:46:18",10
30225,1282,27469,94341,"Tops of fells would make navigation more difficult and also, I expect, the trees would struggle to survive there. More trees on farmland may also not be great if that affects the farmers livelihoods, but if it were a sustainably managed transition, then that would be more acceptable. ",1,"2023-09-07 11:50:31",7
30226,1282,27466,94343,"rivers and lakes forest and trees and most of the landscape apart from farmland used for certain methods of farming such as cattle and crops and villages with buildings",1,"2023-09-07 11:50:58",7
30227,1282,27467,94343,"i think everywhere is valuable in the landscape. all the natural landscape is valuable but also the farmland, the villages and buildings especially from a historical context. ",1,"2023-09-07 11:54:34",10
30233,1282,27466,94352,"Water and mountain tops more likely to be untouched",1,"2023-09-07 12:06:19",5
30234,1282,27467,94352,"Places to visit which explain human occupation and footpaths for safe walking",1,"2023-09-07 12:08:34",7
30245,1282,27469,94352,"Would obscure a wonderful horizon",1,"2023-09-07 12:13:36",7
30251,1282,27466,94356,"I would imagine that the valleys were originally heavily wooded but have been cleared for farming.  Less sure about the high ground but I would imagine that it would have been lightly covered by vegetation",1,"2023-09-07 12:45:21",7
30252,1282,27466,94354,"Wooded areas, mountains and lakes.",1,"2023-09-07 12:45:54",5
30258,1282,27467,94356,"Essentially the same at Question 1",1,"2023-09-07 12:48:34",7
30263,1282,27467,94354,"All the areas I perceive to be natural and important to preserve.",1,"2023-09-07 12:51:51",5
30264,1282,27468,94356,"Largely the negative of question 1",1,"2023-09-07 12:52:27",7
30265,1282,27468,94354,"Lower down on the hillsides and in the valleys where trees could grow.",1,"2023-09-07 12:54:20",7
30266,1282,27469,94356,"Only the highest rockiest areas",1,"2023-09-07 12:54:23",7
30276,1282,27466,94363,"few buildings,open country side",1,"2023-09-07 13:23:06",8
